"","SSL SCORE","PREDICTOR RAT AGE AT LATEST ARREST","PREDICTOR RAT VICTIM SHOOTING INCIDENTS","PREDICTOR RAT VICTIM BATTERY OR ASSAULT","PREDICTOR RAT ARRESTS VIOLENT OFFENSES","PREDICTOR RAT GANG AFFILIATION","PREDICTOR RAT NARCOTIC ARRESTS","PREDICTOR RAT TREND IN CRIMINAL ACTIVITY","PREDICTOR RAT UUW ARRESTS","SEX CODE CD","RACE CODE CD","WEAPON I","DRUG I","AGE GROUP","AGE TO","STOP ORDER NO","PAROLEE I","LATEST DATE","LATEST DIST","MAJORITY DIST","DLST","LATEST DIST RES","WEAPONS ARR CNT","LATEST WEAPON ARR DATE","NARCOTICS ARR CNT","LATEST NARCOTIC ARR DATE","IDOC RES CITY","IDOC RES STATE CODE","IDOC RES ZIP CODE","IDOC CPD DIST","CPD ARREST I","DOMESTIC ARR CNT","LATEST DOMESTIC ARR DATE","AGE CURR","SSL LAST PTV DATE","TRAP STATUS","RAW SSL SCORE","HEAT SCORE","RAW_HEAT_SCORE","STATUS I","PRE RAW HEAT SCORE","TRAP FLAGS","SSL FLAGS","LATITUDE","LONGITUDE","CENSUS TRACT","COMMUNITY AREA","LOCATION","District"
"340",405,"less than 20",0,0,3,0,0,0.3,1,"M","BLK","Y","N","less than 20","less than 20",NA,NA,2015,18,18,NA,18,1,2014,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.10933,405,0.10933,"Y",10933,NA,NA,41.9074122958505,-87.6409014605702,17031080400,"NEAR NORTH SIDE","(41.9074122958505, -87.6409014605702)",18
"341",403,"less than 20",0,1,0,0,0,0.3,0,"M","BLK","N","N","less than 20","less than 20",NA,NA,2016,1,1,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.10895,403,0.10895,"Y",10895,NA,NA,41.8593868834322,-87.6152917160718,17031330100,"NEAR SOUTH SIDE","(41.8593868834322, -87.6152917160718)",18
"342",402,"less than 20",0,0,2,0,0,1.4,0,"M","BLK","N","N","less than 20","less than 20",NA,NA,2016,11,18,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.10882,402,0.10882,"Y",10882,NA,NA,41.8759747316847,-87.6938012714644,17031837400,"EAST GARFIELD PARK","(41.8759747316847, -87.6938012714644)",18
"343",400,"less than 20",0,0,3,1,1,1.2,0,"M","BLK","N","N","less than 20","less than 20",NA,NA,2016,31,18,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,"less than 20",NA,NA,0.10835,400,0.10835,"Y",10835,NA,NA,NA,NA,NA,NA,NA,18
"344",400,"20-30",1,1,1,1,0,0,1,"M","BLK","Y","Y","20-30","20-30",NA,NA,2015,11,24,"IL",18,1,2012,1,2010,"CHICAGO","IL",60610,NA,"Y",1,2012,"20-30",2015,3,0.10843,400,0.10843,"Y",10843,NA,NA,41.8843243687032,-87.7282301688227,17031260200,"WEST GARFIELD PARK","(41.8843243687032, -87.7282301688227)",18
"345",399,"less than 20",1,0,0,0,0,-0.4,0,"M","BLK","N","N","less than 20","less than 20",NA,NA,2013,18,18,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2014,NA,0.10824,399,0.10824,"Y",10824,NA,NA,41.9149142794503,-87.6267627496027,17031071500,"LINCOLN PARK","(41.9149142794503, -87.6267627496027)",18
"346",395,"less than 20",0,1,2,0,0,0.2,0,"F","BLK","N","N","less than 20","less than 20",NA,NA,2015,3,18,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,"Y",2,2015,"less than 20",NA,NA,0.1075,395,0.1075,"Y",10750,NA,NA,41.7698532417205,-87.5739530158369,17031430101,"SOUTH SHORE","(41.7698532417205, -87.5739530158369)",18
"347",394,"less than 20",0,0,2,0,0,0.6,0,"M","BLK","N","N","less than 20","less than 20",NA,NA,2015,18,18,"IL",18,NA,NA,NA,NA,NA,NA,NA,NA,"Y",2,2015,"less than 20",NA,NA,0.10735,394,0.10735,"Y",10735,NA,NA,41.9074122958505,-87.6409014605702,17031080400,"NEAR NORTH SIDE","(41.9074122958505, -87.6409014605702)",18
"348",394,"less than 20",0,1,1,0,0,-0.1,0,"F","BLK","N","N","less than 20","less than 20",NA,NA,2015,4,3,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.10727,394,0.10727,"Y",10727,NA,NA,41.7419438723539,-87.579089407966,17031450300,"AVALON PARK","(41.7419438723539, -87.579089407966)",18
"349",393,"less than 20",0,0,0,1,8,-0.1,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,18,15,"IL",18,NA,NA,2,2016,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.10699,393,0.10699,"Y",10699,NA,NA,41.8983353967022,-87.6207531547548,17031081300,"NEAR NORTH SIDE","(41.8983353967022, -87.6207531547548)",18
"350",391,"less than 20",0,0,1,0,0,1.8,0,"M","BLK","N","N","less than 20","less than 20",NA,NA,2016,18,18,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.1067,391,0.1067,"Y",10670,NA,NA,41.8932571185244,-87.6377985378617,17031081800,"NEAR NORTH SIDE","(41.8932571185244, -87.6377985378617)",18
"351",390,"20-30",1,1,1,1,1,-0.3,1,"M","BLK","Y","Y","20-30","20-30",NA,NA,2015,18,18,"IL",18,2,2014,1,2015,NA,NA,NA,NA,"Y",NA,NA,"20-30",2012,3,0.10651,390,0.10651,"Y",10651,NA,NA,41.9164725282126,-87.6411827945095,17031071600,"LINCOLN PARK","(41.9164725282126, -87.6411827945095)",18
"352",500,"less than 20",2,2,1,1,4,0.8,1,"M","WBH","Y","N","less than 20","less than 20",NA,NA,2016,19,19,NA,19,1,2014,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2016,NA,0.14534,500,0.14534,"Y",14534,NA,19,41.9654466194702,-87.6631954420894,17031031700,"UPTOWN","(41.9654466194702, -87.6631954420894)",19
"353",500,"less than 20",0,0,6,1,0,2.5,2,"M","BLK","Y","N","less than 20","less than 20",NA,NA,2016,19,19,NA,19,2,2016,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.13975,500,0.13975,"Y",13975,NA,NA,41.9609795539696,-87.659166486328,17031830700,"UPTOWN","(41.9609795539696, -87.659166486328)",19
"354",459,"less than 20",1,1,1,1,0,3,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,19,19,"IL",19,NA,NA,1,2016,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2016,NA,0.11913,459,0.11913,"Y",11913,NA,NA,41.9654466194702,-87.6631954420894,17031031700,"UPTOWN","(41.9654466194702, -87.6631954420894)",19
"355",456,"20-30",3,4,0,1,1,-2.8,0,"M","BLK","N","Y","20-30","20-30",NA,NA,2015,19,19,"IL",19,NA,NA,1,2010,"CHICAGO","IL",60643,NA,"Y",1,2011,"20-30",2013,NA,0.11864,456,0.11864,"Y",11864,NA,19,41.9609795539696,-87.659166486328,17031830700,"UPTOWN","(41.9609795539696, -87.659166486328)",19
"356",448,"less than 20",0,1,1,1,5,1.8,0,"M","BLK","Y","Y","less than 20","less than 20",NA,NA,2015,19,19,NA,19,1,2012,2,2015,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.11717,448,0.11717,"Y",11717,NA,19,41.9636326364962,-87.6523655681791,17031031502,"UPTOWN","(41.9636326364962, -87.6523655681791)",19
"357",445,"less than 20",0,0,1,1,4,0.3,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2015,19,19,"IL",19,NA,NA,3,2015,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.11659,445,0.11659,"Y",11659,NA,19,41.9609795539696,-87.659166486328,17031830700,"UPTOWN","(41.9609795539696, -87.659166486328)",19
"358",437,"less than 20",0,0,1,1,2,-0.4,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2015,7,19,NA,19,NA,NA,2,2015,NA,NA,NA,NA,"Y",1,2014,"less than 20",NA,NA,0.11518,437,0.11518,"Y",11518,NA,19,41.7613256478098,-87.661280244846,17031671900,"WEST ENGLEWOOD","(41.7613256478098, -87.661280244846)",19
"359",436,"less than 20",0,0,2,1,1,2.2,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,19,19,"IL",19,NA,NA,1,2016,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.11503,436,0.11503,"Y",11503,NA,NA,41.9654466194702,-87.6631954420894,17031031700,"UPTOWN","(41.9654466194702, -87.6631954420894)",19
"360",436,"less than 20",0,1,2,0,1,0.3,0,"M","BLK","N","N","less than 20","less than 20",NA,NA,2016,19,19,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,"Y",1,2015,"less than 20",NA,NA,0.11496,436,0.11496,"Y",11496,NA,NA,41.9292624333569,-87.673802296936,17031070700,"LINCOLN PARK","(41.9292624333569, -87.673802296936)",19
"361",430,"20-30",0,2,1,1,1,-0.1,1,"M","BLK","Y","Y","20-30","20-30",NA,NA,2015,20,20,NA,19,1,2015,6,2014,"CHICAGO","IL",60641,NA,"Y",NA,NA,"20-30",2014,NA,0.1139,430,0.1139,"Y",11390,NA,20,41.9729097150342,-87.6467854052058,17031031300,"UPTOWN","(41.9729097150342, -87.6467854052058)",19
"362",430,"less than 20",2,1,1,1,1,0.1,1,"M","BLK","Y","N","less than 20","less than 20",NA,NA,2016,19,19,"IL",19,1,2016,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"20-30",2015,3,0.11392,430,0.11392,"Y",11392,NA,19,41.9625703318427,-87.6405208673502,17031031400,"UPTOWN","(41.9625703318427, -87.6405208673502)",19
"363",426,"20-30",0,0,1,1,4,-1,1,"M","BLK","Y","Y","20-30","20-30",NA,"Y",2016,24,19,NA,19,1,2016,5,2015,"CHICAGO","IL",60640,NA,"Y",NA,NA,"20-30",NA,NA,0.11318,426,0.11318,"Y",11318,NA,19,42.0084880272041,-87.6859118605511,17031020400,"WEST RIDGE","(42.0084880272041, -87.6859118605511)",19
"364",418,"less than 20",1,1,0,0,0,-0.1,0,"M","WHI","N","N","less than 20","less than 20",NA,NA,2014,19,24,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"20-30",2016,NA,0.11174,418,0.11174,"Y",11174,NA,NA,41.950673215087,-87.6665364333129,17031060400,"LAKE VIEW","(41.950673215087, -87.6665364333129)",19
"365",416,"less than 20",1,1,2,1,1,-0.1,0,"M","WWH","Y","N","less than 20","less than 20",NA,NA,2015,19,19,NA,19,2,2011,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2012,3,0.11127,416,0.11127,"Y",11127,NA,19,41.9672884819369,-87.6524343756818,17031031501,"UPTOWN","(41.9672884819369, -87.6524343756818)",19
"366",416,"less than 20",0,1,3,0,2,0.2,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2015,11,10,NA,19,NA,NA,2,2015,NA,NA,NA,NA,"Y",1,2013,"less than 20",NA,NA,0.11135,416,0.11135,"Y",11135,NA,NA,41.8762403955168,-87.7177931201698,17031270500,"EAST GARFIELD PARK","(41.8762403955168, -87.7177931201698)",19
"367",412,"20-30",0,1,2,0,0,0.9,2,"M","BLK","N","N","20-30","20-30",NA,NA,2016,19,18,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,"Y",1,2015,"20-30",NA,NA,0.11065,412,0.11065,"Y",11065,NA,NA,41.94922057568,-87.6519702885286,17031061000,"LAKE VIEW","(41.94922057568, -87.6519702885286)",19
"368",411,"20-30",1,1,1,1,1,-1.4,1,"M","BLK","N","Y","20-30","20-30",NA,NA,2015,20,19,NA,19,NA,NA,5,2013,"CHICAGO","IL",60608,NA,"Y",NA,NA,"20-30",2014,NA,0.11033,411,0.11033,"Y",11033,NA,19,41.9725804826392,-87.69400051968,17031040201,"LINCOLN SQUARE","(41.9725804826392, -87.69400051968)",19
"369",411,"less than 20",0,0,2,1,2,1.1,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,19,19,NA,19,NA,NA,1,2014,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.11031,411,0.11031,"Y",11031,NA,NA,41.9609795539696,-87.659166486328,17031830700,"UPTOWN","(41.9609795539696, -87.659166486328)",19
"370",411,"less than 20",1,2,1,0,0,-0.6,0,"M","WWH","N","N","less than 20","less than 20",NA,NA,2013,14,19,"IL",19,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"20-30",2012,NA,0.1103,411,0.1103,"Y",11030,NA,NA,41.9286297186175,-87.6853728537943,17031830900,"LOGAN SQUARE","(41.9286297186175, -87.6853728537943)",19
"371",410,"20-30",0,3,0,1,1,-0.5,0,"M","BLK","N","Y","20-30","20-30",NA,NA,2016,19,6,NA,19,NA,NA,1,2008,NA,NA,NA,NA,"Y",6,2012,"20-30",2008,NA,0.11021,410,0.11021,"Y",11021,NA,NA,41.9426914709958,-87.6517703752424,17031062100,"LAKE VIEW","(41.9426914709958, -87.6517703752424)",19
"372",500,"less than 20",1,2,4,1,0,2.5,0,"M","BLK","Y","N","less than 20","less than 20",NA,NA,2016,20,7,NA,20,1,2016,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2014,NA,0.13549,500,0.13549,"Y",13549,NA,NA,41.980235379757,-87.651605346688,17031030706,"EDGEWATER","(41.980235379757, -87.651605346688)",20
"373",460,"less than 20",1,1,4,1,0,-0.3,2,"M","WWH","Y","N","less than 20","less than 20",NA,NA,2014,20,20,NA,20,2,2014,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2014,NA,0.1193,460,0.1193,"Y",11930,NA,20,41.9768013792113,-87.701974853798,17031040300,"LINCOLN SQUARE","(41.9768013792113, -87.701974853798)",20
"374",459,"less than 20",0,0,2,1,7,3.2,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,19,19,NA,20,NA,NA,2,2015,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.11912,459,0.11912,"Y",11912,NA,19,41.9609795539696,-87.659166486328,17031830700,"UPTOWN","(41.9609795539696, -87.659166486328)",20
"375",455,"less than 20",0,0,3,1,4,1.6,2,"M","WWH","Y","Y","less than 20","less than 20",299986273,NA,2016,25,17,NA,20,1,2016,2,2015,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.11849,455,0.11849,"Y",11849,NA,17,41.9202289001099,-87.7705333659191,17031191302,"BELMONT CRAGIN","(41.9202289001099, -87.7705333659191)",20
"376",443,"less than 20",0,0,1,1,1,1.7,1,"M","BLK","Y","Y","less than 20","less than 20",NA,NA,2016,11,11,NA,20,1,2016,1,2015,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.11624,443,0.11624,"Y",11624,NA,NA,41.877242927578,-87.7133313721864,17031271400,"EAST GARFIELD PARK","(41.877242927578, -87.7133313721864)",20
"377",440,"less than 20",1,1,0,1,1,1.4,0,"M","WWH","N","N","less than 20","less than 20",NA,NA,2016,25,25,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2016,NA,0.11565,440,0.11565,"Y",11565,NA,NA,41.9201432290248,-87.7608269539643,17031191200,"BELMONT CRAGIN","(41.9201432290248, -87.7608269539643)",20
"378",429,"less than 20",1,1,1,1,1,-0.4,1,"M","BLK","Y","Y","less than 20","less than 20",NA,NA,2014,20,20,NA,20,1,2014,2,2012,NA,NA,NA,NA,"Y",NA,NA,"20-30",2016,3,0.1137,429,0.1137,"Y",11370,NA,NA,41.9727092431077,-87.657341016614,17031031200,"UPTOWN","(41.9727092431077, -87.657341016614)",20
"379",422,"less than 20",0,1,1,1,0,0,0,"M","BLK","N","N","less than 20","less than 20",NA,NA,2016,24,24,"IL",20,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"20-30",NA,NA,0.1125,422,0.1125,"Y",11250,NA,24,42.0016980111487,-87.6735738331508,17031830600,"ROGERS PARK","(42.0016980111487, -87.6735738331508)",20
"380",421,"20-30",1,1,2,1,3,0.2,1,"M","BLK","N","Y","20-30","20-30",NA,NA,2016,20,20,NA,20,NA,NA,3,2016,NA,NA,NA,NA,"Y",1,2010,"20-30",2015,NA,0.11217,421,0.11217,"Y",11217,NA,20,41.9788748631119,-87.6578707985716,17031030703,"EDGEWATER","(41.9788748631119, -87.6578707985716)",20
"381",419,"less than 20",0,0,1,1,2,1.8,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,19,19,NA,20,NA,NA,1,2016,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2016,NA,0.11183,419,0.11183,"Y",11183,NA,NA,41.9609795539696,-87.659166486328,17031830700,"UPTOWN","(41.9609795539696, -87.659166486328)",20
"382",414,"less than 20",0,1,0,0,0,0.3,0,"M","WWH","N","N","less than 20","less than 20",NA,NA,2016,24,24,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.11094,414,0.11094,"Y",11094,NA,NA,42.0062775922597,-87.6676830434542,17031010600,"ROGERS PARK","(42.0062775922597, -87.6676830434542)",20
"383",412,"less than 20",0,1,1,1,5,-0.8,0,"M","WWH","N","N","less than 20","less than 20",NA,NA,2016,17,20,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.11055,412,0.11055,"Y",11055,NA,NA,41.9782332172027,-87.7164527843469,17031831800,"NORTH PARK","(41.9782332172027, -87.7164527843469)",20
"384",411,"less than 20",0,0,2,1,0,-0.2,1,"M","BLK","Y","N","less than 20","less than 20",NA,NA,2012,20,20,NA,20,1,2014,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"20-30",NA,NA,0.11046,411,0.11046,"Y",11046,NA,20,41.9788748631119,-87.6578707985716,17031030703,"EDGEWATER","(41.9788748631119, -87.6578707985716)",20
"385",410,"20-30",0,2,1,1,3,-1,0,"M","WHI","Y","Y","20-30","20-30",NA,NA,2016,24,24,NA,20,1,2016,1,2014,NA,NA,NA,NA,"Y",NA,NA,"20-30",NA,NA,0.11023,410,0.11023,"Y",11023,NA,NA,42.0008746398455,-87.701802415081,17031020601,"WEST RIDGE","(42.0008746398455, -87.701802415081)",20
"386",401,"20-30",1,1,1,1,0,0.6,0,"M","WWH","N","N","20-30","20-30",NA,NA,2016,24,20,"IL",20,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"20-30",2016,NA,0.10854,401,0.10854,"Y",10854,NA,NA,42.0016980111487,-87.6735738331508,17031830600,"ROGERS PARK","(42.0016980111487, -87.6735738331508)",20
"387",400,"20-30",0,0,2,1,1,0.3,2,"M","BLK","Y","N","20-30","20-30",NA,NA,2016,20,20,NA,20,2,2016,NA,NA,"CHICAGO","IL",60607,NA,"Y",NA,NA,"20-30",NA,NA,0.1084,400,0.1084,"Y",10840,NA,NA,41.980235379757,-87.651605346688,17031030706,"EDGEWATER","(41.980235379757, -87.651605346688)",20
"388",400,"20-30",1,1,1,1,1,0.4,1,"M","BLK","Y","N","20-30","20-30",299991308,NA,2016,18,19,NA,20,1,2016,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"20-30",2013,NA,0.1083,400,0.1083,"Y",10830,NA,NA,41.8979900734944,-87.641487036533,17031081900,"NEAR NORTH SIDE","(41.8979900734944, -87.641487036533)",20
"389",400,"less than 20",0,0,2,1,0,2.4,0,"M","BLK","N","N","less than 20","less than 20",NA,NA,2016,1,1,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.10839,400,0.10839,"Y",10839,NA,NA,41.8810264912494,-87.6327464844403,17031839100,"LOOP","(41.8810264912494, -87.6327464844403)",20
"390",399,"20-30",0,3,0,1,1,-0.1,0,"M","BLK","N","N","20-30","20-30",NA,NA,2016,20,7,"IL",20,NA,NA,NA,NA,NA,NA,NA,NA,"Y",6,2016,"20-30",NA,NA,0.1081,399,0.1081,"Y",10810,NA,NA,41.9854762456819,-87.6583978883589,17031030603,"EDGEWATER","(41.9854762456819, -87.6583978883589)",20
"391",395,"less than 20",0,0,2,1,2,1.2,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,31,24,NA,20,NA,NA,1,2016,NA,NA,NA,NA,"N",NA,NA,"less than 20",NA,NA,0.10742,395,0.10742,"Y",10742,NA,NA,NA,NA,NA,NA,NA,20
"392",395,"less than 20",0,0,1,1,2,1,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,20,20,NA,20,NA,NA,1,2014,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.10753,395,0.10753,"Y",10753,NA,NA,41.9869515949956,-87.6720788216106,17031030400,"EDGEWATER","(41.9869515949956, -87.6720788216106)",20
"393",395,"less than 20",1,1,0,1,0,0,0,"M","BLK","N","N","less than 20","less than 20",NA,NA,2016,19,19,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2016,NA,0.10739,395,0.10739,"Y",10739,NA,NA,41.9654466194702,-87.6631954420894,17031031700,"UPTOWN","(41.9654466194702, -87.6631954420894)",20
"394",500,"less than 20",0,0,3,1,0,-2.4,2,"M","BLK","Y","N","less than 20","less than 20",NA,NA,2016,18,3,"IL",22,2,2016,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.13046,500,0.13046,"Y",13046,NA,NA,41.8919035317858,-87.6099580553678,17031081403,"NEAR NORTH SIDE","(41.8919035317858, -87.6099580553678)",22
"395",500,"20-30",3,5,2,1,0,0.4,1,"M","BLK","Y","Y","20-30","20-30",NA,NA,2016,22,22,"IL",22,2,2014,2,2012,NA,NA,NA,NA,"Y",1,2014,"20-30",2014,3,0.13391,500,0.13391,"Y",13391,22,22,41.6887764854826,-87.6374382820859,17031491200,"ROSELAND","(41.6887764854826, -87.6374382820859)",22
"396",500,"less than 20",1,3,5,1,0,-0.8,3,"M","BLK","Y","N","less than 20","less than 20",NA,NA,2016,22,22,NA,22,2,2016,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2014,NA,0.15848,500,0.15848,"Y",15848,NA,22,41.7264300371561,-87.6485425096683,17031730202,"WASHINGTON HEIGHTS","(41.7264300371561, -87.6485425096683)",22
"397",500,"less than 20",0,1,2,1,1,0,2,"M","BLK","Y","Y","less than 20","less than 20",NA,NA,2016,22,22,NA,22,2,2016,1,2014,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.12825,500,0.12825,"Y",12825,NA,NA,41.7274694040238,-87.6645667169026,17031730300,"WASHINGTON HEIGHTS","(41.7274694040238, -87.6645667169026)",22
"398",496,"less than 20",0,1,0,0,0,-0.3,0,"M","BLK","N","N","less than 20","less than 20",NA,NA,2013,22,22,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.12607,496,0.12607,"Y",12607,NA,NA,41.7030816717453,-87.6500792685296,17031730700,"WASHINGTON HEIGHTS","(41.7030816717453, -87.6500792685296)",22
"399",492,"less than 20",0,0,6,1,1,-0.6,3,"M","BLK","Y","N","less than 20","less than 20",NA,NA,2015,22,22,NA,22,3,2014,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.12519,492,0.12519,"Y",12519,NA,22,41.7178406993306,-87.6526479614649,17031730400,"WASHINGTON HEIGHTS","(41.7178406993306, -87.6526479614649)",22
"400",480,"20-30",1,2,2,1,1,0.2,1,"M","BLK","N","Y","20-30","20-30",NA,NA,2016,22,4,NA,22,NA,NA,1,2013,NA,NA,NA,NA,"Y",NA,NA,"20-30",2016,NA,0.12306,480,0.12306,"Y",12306,NA,NA,41.6886311414226,-87.6520493276616,17031750600,"MORGAN PARK","(41.6886311414226, -87.6520493276616)",22
"401",479,"less than 20",1,2,6,1,1,-1.5,1,"M","BLK","Y","N","less than 20","less than 20",NA,"Y",2016,6,6,NA,22,2,2012,NA,NA,"CHICAGO","IL",60619,NA,"Y",NA,NA,"less than 20",2014,NA,0.12289,479,0.12289,"Y",12289,NA,6,41.7396436572455,-87.6485810672001,17031711000,"AUBURN GRESHAM","(41.7396436572455, -87.6485810672001)",22
"402",478,"30-40",1,6,1,1,0,-0.6,1,"M","BLK","N","N","30-40","30-40",NA,NA,2013,22,22,"IL",22,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"30-40",2014,NA,0.12276,478,0.12276,"Y",12276,NA,NA,41.6887764854826,-87.6374382820859,17031491200,"ROSELAND","(41.6887764854826, -87.6374382820859)",22
"403",478,"less than 20",0,1,0,0,0,0.2,0,"M","BLK","N","N","less than 20","less than 20",NA,NA,2016,5,5,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.12278,478,0.12278,"Y",12278,NA,NA,41.714683509419,-87.5950246590534,17031500100,"PULLMAN","(41.714683509419, -87.5950246590534)",22
"404",477,"less than 20",1,1,5,0,0,1.3,0,"F","BLK","N","N","less than 20","less than 20",NA,NA,2016,11,2,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2014,NA,0.12243,477,0.12243,"Y",12243,NA,NA,41.8713668688618,-87.6886812249277,17031282700,"NEAR WEST SIDE","(41.8713668688618, -87.6886812249277)",22
"405",475,"less than 20",0,0,7,1,0,0.7,1,"M","BLK","Y","N","less than 20","less than 20",NA,NA,2016,22,22,NA,22,1,2015,NA,NA,NA,NA,NA,NA,"Y",1,2014,"less than 20",NA,NA,0.12209,475,0.12209,"Y",12209,NA,NA,41.7336612364378,-87.652116867918,17031711400,"AUBURN GRESHAM","(41.7336612364378, -87.652116867918)",22
"406",469,"less than 20",0,0,4,1,1,-0.9,0,"M","BLK","N","N","less than 20","less than 20",NA,NA,2015,7,7,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.1211,469,0.1211,"Y",12110,NA,7,41.7613256478098,-87.661280244846,17031671900,"WEST ENGLEWOOD","(41.7613256478098, -87.661280244846)",22
"407",469,"less than 20",0,1,3,1,0,-1.4,0,"M","BLK","N","N","less than 20","less than 20",NA,NA,2014,22,3,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.12109,469,0.12109,"Y",12109,NA,3,41.7268626207646,-87.6579015554689,17031730201,"WASHINGTON HEIGHTS","(41.7268626207646, -87.6579015554689)",22
"408",469,"less than 20",1,1,3,1,0,-0.8,3,"M","BLK","Y","N","less than 20","less than 20",NA,NA,2015,1,2,NA,22,3,2013,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2015,NA,0.12101,469,0.12101,"Y",12101,NA,2,41.8420108701563,-87.6220362346158,17031839200,"DOUGLAS","(41.8420108701563, -87.6220362346158)",22
"409",468,"less than 20",1,0,2,1,2,-0.3,1,"M","BLK","Y","N","less than 20","less than 20",NA,NA,2016,22,22,NA,22,1,2012,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2013,NA,0.12079,468,0.12079,"Y",12079,NA,22,41.7274694040238,-87.6645667169026,17031730300,"WASHINGTON HEIGHTS","(41.7274694040238, -87.6645667169026)",22
