"","SSL SCORE","PREDICTOR RAT AGE AT LATEST ARREST","PREDICTOR RAT VICTIM SHOOTING INCIDENTS","PREDICTOR RAT VICTIM BATTERY OR ASSAULT","PREDICTOR RAT ARRESTS VIOLENT OFFENSES","PREDICTOR RAT GANG AFFILIATION","PREDICTOR RAT NARCOTIC ARRESTS","PREDICTOR RAT TREND IN CRIMINAL ACTIVITY","PREDICTOR RAT UUW ARRESTS","SEX CODE CD","RACE CODE CD","WEAPON I","DRUG I","AGE GROUP","AGE TO","STOP ORDER NO","PAROLEE I","LATEST DATE","LATEST DIST","MAJORITY DIST","DLST","LATEST DIST RES","WEAPONS ARR CNT","LATEST WEAPON ARR DATE","NARCOTICS ARR CNT","LATEST NARCOTIC ARR DATE","IDOC RES CITY","IDOC RES STATE CODE","IDOC RES ZIP CODE","IDOC CPD DIST","CPD ARREST I","DOMESTIC ARR CNT","LATEST DOMESTIC ARR DATE","AGE CURR","SSL LAST PTV DATE","TRAP STATUS","RAW SSL SCORE","HEAT SCORE","RAW_HEAT_SCORE","STATUS I","PRE RAW HEAT SCORE","TRAP FLAGS","SSL FLAGS","LATITUDE","LONGITUDE","CENSUS TRACT","COMMUNITY AREA","LOCATION","District"
"199",494,"less than 20",0,0,2,1,11,-2.7,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2015,15,15,NA,10,NA,NA,3,2014,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.1257,494,0.1257,"Y",12570,NA,NA,41.8767584443406,-87.7445832414308,17031252202,"AUSTIN","(41.8767584443406, -87.7445832414308)",10
"200",494,"less than 20",0,0,1,0,1,0.2,1,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,11,15,NA,10,NA,NA,1,2014,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.12561,494,0.12561,"Y",12561,NA,NA,41.8770565902266,-87.7279961849998,17031260700,"WEST GARFIELD PARK","(41.8770565902266, -87.7279961849998)",10
"201",492,"20-30",2,3,1,1,1,0.5,1,"M","WWH","Y","Y","20-30","20-30",NA,"Y",2016,10,10,NA,10,2,2013,1,2015,"CHICAGO","IL",60608,NA,"Y",NA,NA,"20-30",2016,4,0.12525,492,0.12525,"Y",12525,NA,NA,41.8484171648446,-87.6914770743526,17031301200,"SOUTH LAWNDALE","(41.8484171648446, -87.6914770743526)",10
"202",490,"less than 20",1,1,4,1,0,2.8,1,"M","BLK","N","N","less than 20","less than 20",NA,NA,2016,10,10,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2015,NA,0.1249,490,0.1249,"Y",12490,NA,NA,41.8626611985085,-87.7128745865566,17031291200,"NORTH LAWNDALE","(41.8626611985085, -87.7128745865566)",10
"203",488,"20-30",0,0,0,1,29,-3.4,0,"M","BLK","N","Y","20-30","20-30",NA,NA,2016,31,15,NA,10,NA,NA,2,2011,NA,NA,NA,NA,"N",NA,NA,"20-30",NA,NA,0.12445,488,0.12445,"Y",12445,NA,15,NA,NA,NA,NA,NA,10
"204",487,"less than 20",1,2,0,0,3,2.3,0,"F","BLK","N","N","less than 20","less than 20",NA,NA,2016,15,15,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2016,NA,0.1243,487,0.1243,"Y",12430,NA,NA,41.8766958694239,-87.7521051171254,17031252201,"AUSTIN","(41.8766958694239, -87.7521051171254)",10
"205",500,"20-30",3,4,1,1,0,0.8,1,"M","BLK","Y","Y","20-30","20-30",NA,NA,2015,24,24,"IL",11,3,2015,2,2010,"CHICAGO","IL",60624,NA,"Y",NA,NA,"20-30",2014,3,0.14069,500,0.14069,"Y",14069,NA,24,42.0090200008322,-87.6727257190695,17031010702,"ROGERS PARK","(42.0090200008322, -87.6727257190695)",11
"206",500,"less than 20",2,3,2,1,1,-2.8,1,"M","WWH","Y","Y","less than 20","less than 20",NA,NA,2016,11,14,NA,11,1,2013,2,2013,NA,NA,NA,NA,"Y",1,2016,"20-30",2016,NA,0.12837,500,0.12837,"Y",12837,14,NA,41.8990614004609,-87.7213153442333,17031231200,"HUMBOLDT PARK","(41.8990614004609, -87.7213153442333)",11
"207",500,"less than 20",1,1,1,1,19,6.5,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,15,15,NA,11,NA,NA,5,2016,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2016,NA,0.13143,500,0.13143,"Y",13143,NA,NA,41.8767584443406,-87.7445832414308,17031252202,"AUSTIN","(41.8767584443406, -87.7445832414308)",11
"208",500,"less than 20",1,1,0,1,13,-3.9,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,11,15,NA,11,NA,NA,5,2015,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2016,NA,0.12934,500,0.12934,"Y",12934,NA,NA,41.8767584443406,-87.7445832414308,17031252202,"AUSTIN","(41.8767584443406, -87.7445832414308)",11
"209",500,"less than 20",2,2,2,1,4,0.7,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,11,11,NA,11,NA,NA,4,2016,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2016,NA,0.12908,500,0.12908,"Y",12908,NA,NA,41.876663929806,-87.7377281698673,17031260500,"WEST GARFIELD PARK","(41.876663929806, -87.7377281698673)",11
"210",500,"less than 20",1,2,3,1,5,1.5,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,11,11,NA,11,NA,NA,2,2016,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2016,NA,0.12819,500,0.12819,"Y",12819,NA,NA,41.8773040307164,-87.7084527924904,17031271300,"EAST GARFIELD PARK","(41.8773040307164, -87.7084527924904)",11
"211",500,"less than 20",0,0,1,1,18,-4.5,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2015,11,15,NA,11,NA,NA,9,2015,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.14829,500,0.14829,"Y",14829,NA,15,41.877242927578,-87.7133313721864,17031271400,"EAST GARFIELD PARK","(41.877242927578, -87.7133313721864)",11
"212",500,"less than 20",1,1,5,1,2,-0.5,2,"M","BLK","Y","Y","less than 20","less than 20",NA,NA,2016,2,2,NA,11,2,2016,1,2015,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2013,3,0.13999,500,0.13999,"Y",13999,NA,2,41.8201664418424,-87.6214988684503,17031835900,"GRAND BOULEVARD","(41.8201664418424, -87.6214988684503)",11
"213",500,"less than 20",2,2,1,1,16,-0.7,0,"M","BLK","N","Y","less than 20","less than 20",NA,"Y",2016,11,11,NA,11,NA,NA,8,2016,"CHICAGO","IL",60624,NA,"Y",NA,NA,"20-30",2016,4,0.12672,500,0.12672,"Y",12672,NA,11,41.8850448422193,-87.7138624803856,17031836800,"EAST GARFIELD PARK","(41.8850448422193, -87.7138624803856)",11
"214",500,"20-30",0,7,1,0,0,0.7,0,"M","BLK","N","N","20-30","20-30",NA,NA,2015,11,11,"IL",11,NA,NA,NA,NA,NA,NA,NA,NA,"Y",1,2015,"20-30",NA,NA,0.13486,500,0.13486,"Y",13486,NA,NA,41.8917040256737,-87.7021747053815,17031836700,"HUMBOLDT PARK","(41.8917040256737, -87.7021747053815)",11
"215",500,"less than 20",2,1,1,1,2,0,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2015,11,11,NA,11,NA,NA,2,2015,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2016,NA,0.12845,500,0.12845,"Y",12845,NA,NA,41.8716190530233,-87.7055524066645,17031837300,"EAST GARFIELD PARK","(41.8716190530233, -87.7055524066645)",11
"216",500,"20-30",0,7,0,1,1,0.5,0,"M","BLK","N","Y","20-30","20-30",NA,NA,2015,11,11,NA,11,NA,NA,2,2013,"CHICAGO","IL",60608,NA,"Y",1,2014,"20-30",NA,NA,0.13397,500,0.13397,"Y",13397,NA,NA,41.8783233822074,-87.6986738785191,17031837000,"EAST GARFIELD PARK","(41.8783233822074, -87.6986738785191)",11
"217",500,"less than 20",3,3,0,1,5,0.3,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,10,11,NA,11,NA,NA,4,2015,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2015,NA,0.13386,500,0.13386,"Y",13386,NA,11,41.8631386255939,-87.6729370928366,17031842900,"NEAR WEST SIDE","(41.8631386255939, -87.6729370928366)",11
"218",500,"less than 20",0,1,0,1,20,-4,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,11,15,NA,11,NA,NA,4,2016,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.13983,500,0.13983,"Y",13983,NA,15,41.8679361004047,-87.7227488588299,17031843000,"NORTH LAWNDALE","(41.8679361004047, -87.7227488588299)",11
"219",500,"20-30",0,0,4,1,0,-1.6,2,"M","BLK","Y","Y","20-30","20-30",NA,NA,2015,11,15,"IL",11,2,2015,2,2010,NA,NA,NA,NA,"Y",NA,NA,"20-30",NA,NA,0.12696,500,0.12696,"Y",12696,NA,NA,41.8679361004047,-87.7227488588299,17031843000,"NORTH LAWNDALE","(41.8679361004047, -87.7227488588299)",11
"220",496,"less than 20",0,0,0,1,15,6.7,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,15,15,NA,11,NA,NA,7,2016,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.12601,496,0.12601,"Y",12601,NA,NA,41.8914065052047,-87.7518037239849,17031251600,"AUSTIN","(41.8914065052047, -87.7518037239849)",11
"221",493,"less than 20",1,2,2,1,8,1.7,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,11,11,NA,11,NA,NA,2,2016,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2015,NA,0.12537,493,0.12537,"Y",12537,NA,NA,41.8773040307164,-87.7084527924904,17031271300,"EAST GARFIELD PARK","(41.8773040307164, -87.7084527924904)",11
"222",492,"less than 20",0,0,0,1,13,-0.3,0,"F","BLK","N","Y","less than 20","less than 20",NA,NA,2016,15,15,NA,11,NA,NA,7,2016,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.12525,492,0.12525,"Y",12525,NA,NA,41.8765922851608,-87.7598115637835,17031252102,"AUSTIN","(41.8765922851608, -87.7598115637835)",11
"223",489,"less than 20",0,1,1,0,0,-0.1,0,"M","BLK","N","N","less than 20","less than 20",NA,NA,2013,11,11,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.12471,489,0.12471,"Y",12471,NA,NA,41.8917357163584,-87.7186524959449,17031231500,"HUMBOLDT PARK","(41.8917357163584, -87.7186524959449)",11
"224",486,"less than 20",0,0,1,1,21,-0.5,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,11,15,NA,11,NA,NA,6,2016,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.12422,486,0.12422,"Y",12422,NA,15,41.8990614004609,-87.7213153442333,17031231200,"HUMBOLDT PARK","(41.8990614004609, -87.7213153442333)",11
"225",486,"20-30",0,1,1,0,4,-0.2,1,"M","BLK","Y","Y","20-30","20-30",NA,NA,2016,10,10,NA,11,1,2016,2,2014,NA,NA,NA,NA,"Y",NA,NA,"20-30",NA,NA,0.12424,486,0.12424,"Y",12424,NA,NA,41.8624103151065,-87.7324566875148,17031290900,"NORTH LAWNDALE","(41.8624103151065, -87.7324566875148)",11
"226",500,"20-30",1,1,0,1,18,3.3,0,"M","BLK","N","Y","20-30","20-30",NA,NA,2016,15,15,"IL",12,NA,NA,9,2015,"CHICAGO","IL",60608,NA,"Y",1,2016,"20-30",2016,NA,0.1291,500,0.1291,"Y",12910,NA,NA,41.8766958694239,-87.7521051171254,17031252201,"AUSTIN","(41.8766958694239, -87.7521051171254)",12
"227",500,"less than 20",2,2,5,1,2,2.6,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,11,11,NA,12,NA,NA,2,2015,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2016,NA,0.14807,500,0.14807,"Y",14807,NA,11,41.8714964060119,-87.6984896624458,17031271800,"EAST GARFIELD PARK","(41.8714964060119, -87.6984896624458)",12
"228",500,"less than 20",2,2,3,1,4,0,1,"M","BLK","Y","Y","less than 20","less than 20",NA,NA,2016,3,10,NA,12,1,2016,3,2015,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2016,NA,0.13046,500,0.13046,"Y",13046,NA,NA,41.7621424545429,-87.6103447042038,17031690900,"GREATER GRAND CROSSING","(41.7621424545429, -87.6103447042038)",12
"229",500,"less than 20",0,5,1,0,0,0.8,0,"F","BLK","N","N","less than 20","less than 20",NA,NA,2016,31,11,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,"N",1,2015,"less than 20",NA,NA,0.12856,500,0.12856,"Y",12856,NA,NA,41.8716945830014,-87.6541237342016,17031833300,"NEAR WEST SIDE","(41.8716945830014, -87.6541237342016)",12
"230",500,"20-30",1,9,1,1,0,0.7,0,"F","BLK","N","N","20-30","20-30",NA,NA,2016,12,12,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"20-30",2012,NA,0.1477,500,0.1477,"Y",14770,NA,NA,41.8786668282286,-87.6716888092219,17031838100,"NEAR WEST SIDE","(41.8786668282286, -87.6716888092219)",12
"231",496,"less than 20",0,0,8,1,2,1,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,10,10,NA,12,NA,NA,1,2015,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.12596,496,0.12596,"Y",12596,NA,NA,41.8552397694069,-87.722399167515,17031292400,"NORTH LAWNDALE","(41.8552397694069, -87.722399167515)",12
"232",480,"less than 20",0,1,1,0,0,-0.1,0,"M","BLK","N","N","less than 20","less than 20",NA,NA,2014,12,4,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.12311,480,0.12311,"Y",12311,NA,NA,41.8634168947272,-87.6537547199921,17031283800,"NEAR WEST SIDE","(41.8634168947272, -87.6537547199921)",12
"233",473,"20-30",2,2,1,1,0,-0.6,0,"M","WWH","N","N","20-30","20-30",299990177,NA,2015,12,12,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"20-30",2016,NA,0.12171,473,0.12171,"Y",12171,NA,NA,41.8555618748323,-87.683341964008,17031841200,"LOWER WEST SIDE","(41.8555618748323, -87.683341964008)",12
"234",472,"20-30",0,1,1,1,3,1.5,1,"M","BLK","Y","N","20-30","20-30",NA,NA,2016,19,19,"IL",12,1,2015,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"20-30",NA,NA,0.12155,472,0.12155,"Y",12155,NA,19,41.9654466194702,-87.6631954420894,17031031700,"UPTOWN","(41.9654466194702, -87.6631954420894)",12
"235",460,"less than 20",0,0,0,0,0,-0.2,0,"F","BLK","N","N","less than 20","less than 20",NA,NA,2016,24,24,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.11939,460,0.11939,"Y",11939,NA,NA,42.0062775922597,-87.6676830434542,17031010600,"ROGERS PARK","(42.0062775922597, -87.6676830434542)",12
"236",460,"less than 20",1,1,1,1,3,0.9,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,11,11,NA,12,NA,NA,4,2016,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2016,NA,0.11936,460,0.11936,"Y",11936,NA,NA,41.8917357163584,-87.7186524959449,17031231500,"HUMBOLDT PARK","(41.8917357163584, -87.7186524959449)",12
"237",460,"less than 20",1,1,4,1,2,-1.1,1,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,12,12,"IL",12,NA,NA,2,2016,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2016,NA,0.1194,460,0.1194,"Y",11940,NA,NA,41.8631386255939,-87.6729370928366,17031842900,"NEAR WEST SIDE","(41.8631386255939, -87.6729370928366)",12
"238",456,"20-30",0,0,4,1,0,-1.7,2,"M","BLK","Y","N","20-30","20-30",NA,NA,2015,18,15,"IL",12,3,2015,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"20-30",2012,3,0.11865,456,0.11865,"Y",11865,NA,NA,41.9074122958505,-87.6409014605702,17031080400,"NEAR NORTH SIDE","(41.9074122958505, -87.6409014605702)",12
"239",456,"30-40",2,0,0,1,16,2.4,0,"M","BLK","N","Y","30-40","30-40",NA,NA,2016,15,15,"IL",12,NA,NA,3,2015,"CHICAGO","IL",60651,NA,"Y",NA,NA,"30-40",2016,NA,0.11869,456,0.11869,"Y",11869,NA,NA,41.8766958694239,-87.7521051171254,17031252201,"AUSTIN","(41.8766958694239, -87.7521051171254)",12
"240",449,"20-30",1,3,0,0,0,-0.4,0,"M","BLK","N","N","20-30","20-30",NA,NA,2015,12,12,"IL",12,NA,NA,NA,NA,NA,NA,NA,NA,"Y",1,2015,"20-30",2016,NA,0.11732,449,0.11732,"Y",11732,NA,NA,41.8634168947272,-87.6537547199921,17031283800,"NEAR WEST SIDE","(41.8634168947272, -87.6537547199921)",12
"241",447,"20-30",2,2,0,1,0,-1.5,0,"M","WWH","Y","N","20-30","20-30",NA,NA,2015,25,12,"IL",12,1,2011,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"20-30",2016,NA,0.11701,447,0.11701,"Y",11701,NA,NA,41.9063229729031,-87.7215396893485,17031230700,"HUMBOLDT PARK","(41.9063229729031, -87.7215396893485)",12
"242",442,"less than 20",1,1,0,0,0,0.3,0,"M","WWH","N","N","less than 20","less than 20",NA,NA,2016,31,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,"less than 20",2016,NA,0.11614,442,0.11614,"Y",11614,NA,NA,NA,NA,NA,NA,NA,12
"243",441,"less than 20",1,2,0,1,0,0.3,0,"F","WWH","N","N","less than 20","less than 20",NA,NA,2016,9,9,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2016,NA,0.11595,441,0.11595,"Y",11595,NA,NA,41.841885789013,-87.6320356328774,17031340400,"ARMOUR SQUARE","(41.841885789013, -87.6320356328774)",12
"244",440,"20-30",1,2,2,1,2,-1.8,1,"M","WWH","Y","Y","20-30","20-30",NA,NA,2016,19,12,NA,12,1,2012,1,2013,NA,NA,NA,NA,"Y",NA,NA,"20-30",2014,NA,0.11568,440,0.11568,"Y",11568,12,12,41.9506903738907,-87.6404712286034,17031060900,"LAKE VIEW","(41.9506903738907, -87.6404712286034)",12
"245",440,"20-30",0,0,0,1,15,3.8,0,"M","BLK","Y","Y","20-30","20-30",NA,NA,2016,15,15,"IL",12,1,2008,4,2015,"CHICAGO","IL",60629,NA,"Y",NA,NA,"20-30",NA,NA,0.11581,440,0.11581,"Y",11581,NA,NA,41.8766958694239,-87.7521051171254,17031252201,"AUSTIN","(41.8766958694239, -87.7521051171254)",12
"246",500,"20-30",2,3,2,1,2,0,1,"M","WWH","Y","Y","20-30","20-30",NA,NA,2015,14,14,"IL",14,1,2015,1,2014,NA,NA,NA,NA,"Y",2,2016,"20-30",2016,NA,0.13395,500,0.13395,"Y",13395,14,14,41.9157082058282,-87.6995968581268,17031222500,"LOGAN SQUARE","(41.9157082058282, -87.6995968581268)",14
"247",489,"less than 20",2,2,1,1,4,-0.6,1,"M","BLK","Y","Y","less than 20","less than 20",NA,NA,2016,31,10,NA,14,1,2016,4,2013,NA,NA,NA,NA,"N",NA,NA,"20-30",2015,NA,0.12476,489,0.12476,"Y",12476,NA,NA,NA,NA,NA,NA,NA,14
"248",486,"less than 20",0,0,4,1,6,0.1,1,"M","WWH","Y","N","less than 20","less than 20",NA,NA,2016,25,14,NA,14,1,2013,NA,NA,NA,NA,NA,NA,"Y",1,2015,"less than 20",NA,NA,0.12415,486,0.12415,"Y",12415,NA,14,41.9128419292754,-87.7608407652558,17031250300,"AUSTIN","(41.9128419292754, -87.7608407652558)",14
"249",465,"less than 20",2,2,2,1,3,-1.6,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,10,14,NA,14,NA,NA,1,2013,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2015,NA,0.12031,465,0.12031,"Y",12031,NA,14,41.8470290827446,-87.6979734133088,17031301100,"SOUTH LAWNDALE","(41.8470290827446, -87.6979734133088)",14
"250",460,"less than 20",0,1,0,0,0,0.6,0,"M","WWH","N","N","less than 20","less than 20",NA,NA,2016,14,14,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,"Y",3,2016,"less than 20",NA,NA,0.11939,460,0.11939,"Y",11939,NA,NA,41.9341629846634,-87.7125719931588,17031210602,"AVONDALE","(41.9341629846634, -87.7125719931588)",14
"251",458,"less than 20",0,0,0,0,9,3.3,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,11,15,NA,14,NA,NA,1,2016,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.11904,458,0.11904,"Y",11904,NA,NA,41.8952786583088,-87.7336103388755,17031842100,"HUMBOLDT PARK","(41.8952786583088, -87.7336103388755)",14
"252",449,"20-30",3,1,2,1,0,-0.9,0,"M","WWH","N","N","less than 20","less than 20",NA,NA,2014,12,12,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"20-30",2016,NA,0.11738,449,0.11738,"Y",11738,NA,12,41.8996698937918,-87.6698374667341,17031242100,"WEST TOWN","(41.8996698937918, -87.6698374667341)",14
"253",443,"less than 20",0,1,3,1,2,-0.9,1,"M","BLK","Y","Y","less than 20","less than 20",NA,NA,2016,11,25,NA,14,1,2015,1,2012,NA,NA,NA,NA,"Y",1,2015,"less than 20",NA,NA,0.11629,443,0.11629,"Y",11629,NA,25,41.8990614004609,-87.7213153442333,17031231200,"HUMBOLDT PARK","(41.8990614004609, -87.7213153442333)",14
"254",438,"less than 20",0,1,2,1,0,0.7,0,"M","WWH","N","N","less than 20","less than 20",NA,NA,2016,14,14,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,"Y",1,2014,"less than 20",NA,NA,0.11541,438,0.11541,"Y",11541,NA,14,41.9066403201616,-87.6895801052252,17031241100,"WEST TOWN","(41.9066403201616, -87.6895801052252)",14
"255",436,"less than 20",1,1,3,1,2,-2.3,1,"M","WWH","Y","Y","less than 20","less than 20",NA,NA,2014,14,14,NA,14,1,2012,2,2014,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2014,3,0.11491,436,0.11491,"Y",11491,NA,14,41.9066918290131,-87.71035050934,17031230900,"HUMBOLDT PARK","(41.9066918290131, -87.71035050934)",14
"256",433,"20-30",0,0,1,0,0,0,0,"M","WWH","N","N","20-30","20-30",NA,NA,2016,25,25,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"20-30",NA,NA,0.11435,433,0.11435,"Y",11435,NA,NA,41.9118202318453,-87.7215520050592,17031230400,"HUMBOLDT PARK","(41.9118202318453, -87.7215520050592)",14
"257",432,"20-30",2,3,1,1,0,-0.7,1,"M","WWH","Y","N","20-30","20-30",NA,NA,2015,14,14,NA,14,1,2015,NA,NA,"CHICAGO","IL",60647,NA,"Y",NA,NA,"30-40",2015,3,0.11425,432,0.11425,"Y",11425,14,14,41.9120877807913,-87.6945986370042,17031240700,"WEST TOWN","(41.9120877807913, -87.6945986370042)",14
"258",431,"less than 20",0,0,3,1,0,2.3,1,"M","WWH","Y","N","less than 20","less than 20",NA,NA,2016,14,14,NA,14,1,2016,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.11411,431,0.11411,"Y",11411,NA,NA,41.9120877807913,-87.6945986370042,17031240700,"WEST TOWN","(41.9120877807913, -87.6945986370042)",14
"259",431,"less than 20",1,2,1,1,0,0.3,0,"M","WWH","N","N","less than 20","less than 20",NA,NA,2016,14,14,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2015,NA,0.11413,431,0.11413,"Y",11413,NA,NA,41.9120877807913,-87.6945986370042,17031240700,"WEST TOWN","(41.9120877807913, -87.6945986370042)",14
"260",431,"less than 20",0,0,0,1,11,1.3,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,10,10,NA,14,NA,NA,8,2015,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.11399,431,0.11399,"Y",11399,NA,10,41.8616225415994,-87.7079132150077,17031841500,"NORTH LAWNDALE","(41.8616225415994, -87.7079132150077)",14
"261",430,"20-30",2,2,1,1,2,-1.4,1,"M","BLK","Y","Y","20-30","20-30",NA,NA,2015,25,14,"IL",14,1,2015,3,2009,NA,NA,NA,NA,"Y",1,2014,"20-30",2014,3,0.11384,430,0.11384,"Y",11384,NA,14,41.9063229729031,-87.7215396893485,17031230700,"HUMBOLDT PARK","(41.9063229729031, -87.7215396893485)",14
"262",426,"20-30",1,1,2,1,3,0.4,0,"M","BLK","Y","Y","20-30","20-30",NA,NA,2016,25,25,NA,14,1,2010,2,2012,NA,NA,NA,NA,"Y",NA,NA,"20-30",2015,3,0.1131,426,0.1131,"Y",11310,NA,NA,41.9061855164864,-87.7514741093786,17031250800,"AUSTIN","(41.9061855164864, -87.7514741093786)",14
"263",425,"less than 20",0,0,1,0,13,1.5,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,11,11,NA,14,NA,NA,1,2015,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.11302,425,0.11302,"Y",11302,NA,NA,41.8716190530233,-87.7055524066645,17031837300,"EAST GARFIELD PARK","(41.8716190530233, -87.7055524066645)",14
"264",421,"less than 20",0,0,3,1,1,2.2,0,"M","WWH","N","N","less than 20","less than 20",NA,NA,2016,31,14,"IL",14,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,"less than 20",NA,NA,0.11221,421,0.11221,"Y",11221,NA,NA,NA,NA,NA,NA,NA,14
"265",421,"less than 20",1,1,0,1,2,0.4,0,"M","WWH","N","Y","less than 20","less than 20",NA,NA,2015,4,14,NA,14,NA,NA,2,2015,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2016,NA,0.11225,421,0.11225,"Y",11225,NA,NA,41.7355804550263,-87.5492807227546,17031460700,"SOUTH CHICAGO","(41.7355804550263, -87.5492807227546)",14
"266",421,"less than 20",0,0,3,1,0,0.8,1,"M","WWH","N","N","less than 20","less than 20",NA,NA,2015,25,25,"IL",14,NA,NA,NA,NA,NA,NA,NA,NA,"Y",NA,NA,"less than 20",NA,NA,0.11214,421,0.11214,"Y",11214,NA,25,41.9153212764231,-87.732260045345,17031831200,"HERMOSA","(41.9153212764231, -87.732260045345)",14
"267",500,"less than 20",2,2,0,1,19,2.5,0,"M","BLK","N","Y","less than 20","less than 20",NA,NA,2016,11,15,"IL",15,NA,NA,8,2016,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2016,NA,0.1734,500,0.1734,"Y",17340,NA,15,41.8990614004609,-87.7213153442333,17031231200,"HUMBOLDT PARK","(41.8990614004609, -87.7213153442333)",15
"268",500,"less than 20",1,2,4,0,2,-0.2,1,"M","BLK","Y","Y","less than 20","less than 20",NA,NA,2015,15,15,NA,15,1,2014,1,2014,NA,NA,NA,NA,"Y",NA,NA,"less than 20",2016,NA,0.12846,500,0.12846,"Y",12846,NA,NA,41.8986248201227,-87.7520111698133,17031251100,"AUSTIN","(41.8986248201227, -87.7520111698133)",15
"269",500,"less than 20",2,2,1,1,5,-1.7,0,"M","BLK","N","Y","less than 20","less than 20",NA,"Y",2014,15,15,NA,15,NA,NA,1,2012,"CHICAGO","IL",60644,NA,"Y",NA,NA,"less than 20",2016,NA,0.13186,500,0.13186,"Y",13186,NA,NA,41.8914065052047,-87.7518037239849,17031251600,"AUSTIN","(41.8914065052047, -87.7518037239849)",15
